Department,Department_Name,Division,Gender,Base_Salary,Overtime_Pay,Longevity_Pay,Grade
FRS,Fire and Rescue Services,FRS 45 Station 17,M,73525,2317.06,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 17,M,73525,1005.19,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 17,M,70023,4451.9,0,F2
FRS,Fire and Rescue Services,FRS 45 Station 17,M,65368,3194.67,0,F2
FRS,Fire and Rescue Services,FRS 45 Station 18,M,117165,71830.74,4032.52,B1
FRS,Fire and Rescue Services,FRS 45 Station 18,M,106504,60523.68,0,F4
FRS,Fire and Rescue Services,FRS 45 Station 18,M,96826,1297.57,10351.18,F3
FRS,Fire and Rescue Services,FRS 45 Station 18,M,106504,24382.06,3700.27,F4
FRS,Fire and Rescue Services,FRS 45 Station 18,M,132119,76110.36,14123.92,B2
FRS,Fire and Rescue Services,FRS 45 Station 18,M,106504,37585.18,7529.88,F4
FRS,Fire and Rescue Services,FRS 45 Station 18,M,103202,137.53,2697.13,F4
FRS,Fire and Rescue Services,FRS 45 Station 18,M,96826,17270.58,10351.18,F3
FRS,Fire and Rescue Services,FRS 45 Station 18,M,106504,68109.13,2832,F4
FRS,Fire and Rescue Services,FRS 45 Station 18,M,132119,36458.71,14123.88,B2
FRS,Fire and Rescue Services,FRS 45 Station 18,M,117165,57082.54,4032.52,B1
FRS,Fire and Rescue Services,FRS 45 Station 18,M,106504,5548.68,3665.54,F4
FRS,Fire and Rescue Services,FRS 45 Station 18,M,96826,80933.64,9945.27,F3
FRS,Fire and Rescue Services,FRS 45 Station 18,M,132119,140152.48,13990.09,B2
FRS,Fire and Rescue Services,FRS 45 Station 18,M,117165,30181.56,12644.11,B1
FRS,Fire and Rescue Services,FRS 45 Station 18,M,96826,0,10265.01,F3
FRS,Fire and Rescue Services,FRS 45 Station 18,M,96826,35007.98,6781.42,F3
FRS,Fire and Rescue Services,FRS 45 Station 18,M,87328,550.43,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 18,M,90386,51618.63,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 18,M,90386,6815.11,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 18,M,90386,6506.86,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 18,M,87328,33032.71,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 18,M,87328,43941.47,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 18,M,96060,9233.85,0,F4
FRS,Fire and Rescue Services,FRS 45 Station 18,M,76101,36783.21,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 18,M,81521,65094.93,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 18,M,78765,11139.1,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 18,M,76101,8416.76,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 18,M,73525,8856.29,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 18,M,63156,5435.42,0,F2
FRS,Fire and Rescue Services,FRS 45 Station 18,F,63156,7137.5,0,F2
FRS,Fire and Rescue Services,FRS 45 Station 19,M,78765,6340.98,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 19,M,78765,43620.11,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 19,M,75014,2740.86,0,F2
FRS,Fire and Rescue Services,FRS 45 Station 19,M,73525,7176.35,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 19,M,73525,20860.66,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 19,M,73525,15283.39,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 2,M,106504,15239.79,7512.21,F4
FRS,Fire and Rescue Services,FRS 45 Station 2,M,96826,23944.55,6845.63,F3
FRS,Fire and Rescue Services,FRS 45 Station 2,M,132119,48379.16,8737.14,B2
FRS,Fire and Rescue Services,FRS 45 Station 2,M,132119,12903.46,8144.76,B2
FRS,Fire and Rescue Services,FRS 45 Station 2,M,132119,36847.21,4545.74,B2
FRS,Fire and Rescue Services,FRS 45 Station 2,M,106504,26041.05,3701.4,F4
FRS,Fire and Rescue Services,FRS 45 Station 2,M,106504,33385.97,2831.96,F4
FRS,Fire and Rescue Services,FRS 45 Station 2,M,132119,29622.14,14123.88,B2
FRS,Fire and Rescue Services,FRS 45 Station 2,M,92213,4859.61,0,F2
FRS,Fire and Rescue Services,FRS 45 Station 2,M,86079,4498.14,0,F2
FRS,Fire and Rescue Services,FRS 45 Station 2,M,81521,43347.43,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 2,M,81521,19176.18,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 2,M,81521,535.21,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 2,M,78765,0,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 2,M,78765,0,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 2,M,78765,5434.82,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 2,M,76101,44942.41,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 2,M,73525,24118.15,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 2,M,65368,14603.9,0,F2
FRS,Fire and Rescue Services,FRS 45 Station 2,M,65368,8967.89,0,F2
FRS,Fire and Rescue Services,FRS 45 Station 2,M,65368,0,0,F2
FRS,Fire and Rescue Services,FRS 45 Station 2,M,63156,22163.79,0,F2
FRS,Fire and Rescue Services,FRS 45 Station 2,M,63156,841.23,0,F2
FRS,Fire and Rescue Services,FRS 45 Station 2,M,63156,2251.4,0,F2
FRS,Fire and Rescue Services,FRS 45 Station 20,M,96826,0,3332.54,F3
FRS,Fire and Rescue Services,FRS 45 Station 20,M,96826,992.45,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 20,M,96826,12008.71,2574.61,F3
FRS,Fire and Rescue Services,FRS 45 Station 20,M,96826,709.63,3332.54,F3
FRS,Fire and Rescue Services,FRS 45 Station 20,M,106504,0,7450.09,F4
FRS,Fire and Rescue Services,FRS 45 Station 20,M,106504,2611.13,11277.84,F4
FRS,Fire and Rescue Services,FRS 45 Station 20,M,96826,7206.08,3332.45,F3
FRS,Fire and Rescue Services,FRS 45 Station 20,M,132119,116377.53,4547.08,B2
FRS,Fire and Rescue Services,FRS 45 Station 20,M,132119,227428.99,9165.46,B2
FRS,Fire and Rescue Services,FRS 45 Station 20,M,132119,68097.85,14123.92,B2
FRS,Fire and Rescue Services,FRS 45 Station 20,M,73525,91899.32,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 20,M,86079,35570.75,0,F2
FRS,Fire and Rescue Services,FRS 45 Station 20,F,99420,24902.41,0,F4
FRS,Fire and Rescue Services,FRS 45 Station 20,M,87328,35849.46,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 20,M,75014,32097.37,0,F2
FRS,Fire and Rescue Services,FRS 45 Station 21,M,132119,91944.69,9165.46,B2
FRS,Fire and Rescue Services,FRS 45 Station 21,M,132119,158059.53,14257.75,B2
FRS,Fire and Rescue Services,FRS 45 Station 21,M,132119,30176.19,9253.14,B2
FRS,Fire and Rescue Services,FRS 45 Station 21,M,106504,54487.58,7441.64,F4
FRS,Fire and Rescue Services,FRS 45 Station 21,M,106504,17251.9,0,F4
FRS,Fire and Rescue Services,FRS 45 Station 21,M,96826,2309.31,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 21,M,86079,0,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 21,F,83170,1696.69,0,F2
FRS,Fire and Rescue Services,FRS 45 Station 21,M,96060,6169.41,0,F4
FRS,Fire and Rescue Services,FRS 45 Station 21,M,87328,7344.53,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 21,M,81521,10671.02,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 21,M,78765,8738.66,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 21,M,78765,12345.45,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 21,M,70023,10433.76,0,F2
FRS,Fire and Rescue Services,FRS 45 Station 21,M,65368,14314.03,0,F2
FRS,Fire and Rescue Services,FRS 45 Station 21,M,65368,6531.84,0,F2
FRS,Fire and Rescue Services,FRS 45 Station 21,M,65368,10654.7,0,F2
FRS,Fire and Rescue Services,FRS 45 Station 21,M,65368,4107.77,0,F2
FRS,Fire and Rescue Services,FRS 45 Station 22,M,81521,14140.65,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 22,M,78765,10778.15,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 22,M,78765,10861.02,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 22,F,70023,0,0,F2
FRS,Fire and Rescue Services,FRS 45 Station 22,M,65368,14942.31,0,F2
FRS,Fire and Rescue Services,FRS 45 Station 22,M,65368,4774.21,0,F2
FRS,Fire and Rescue Services,FRS 45 Station 23,M,93824,0,882.75,F3
FRS,Fire and Rescue Services,FRS 45 Station 23,M,106504,20931.23,0,F4
FRS,Fire and Rescue Services,FRS 45 Station 23,F,132119,39165.9,4590.17,B2
FRS,Fire and Rescue Services,FRS 45 Station 23,M,96826,25753.07,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 23,M,132119,106263.9,9253.1,B2
FRS,Fire and Rescue Services,FRS 45 Station 23,M,106504,51092.22,0,F4
FRS,Fire and Rescue Services,FRS 45 Station 23,M,132119,57239.19,14123.88,B2
FRS,Fire and Rescue Services,FRS 45 Station 23,M,106504,50051.33,0,F4
FRS,Fire and Rescue Services,FRS 45 Station 23,M,96826,0,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 23,M,117165,67874.92,8205.87,B1
FRS,Fire and Rescue Services,FRS 45 Station 23,M,117165,36272.2,0,B1
FRS,Fire and Rescue Services,FRS 45 Station 23,M,90386,1.06,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 23,M,90386,12457.29,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 23,M,90386,0,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 23,M,99420,26228.81,0,F4
FRS,Fire and Rescue Services,FRS 45 Station 23,M,99420,0,0,F4
FRS,Fire and Rescue Services,FRS 45 Station 23,M,109375,36320.3,0,B1
FRS,Fire and Rescue Services,FRS 45 Station 23,M,63156,1186.44,0,F2
FRS,Fire and Rescue Services,FRS 45 Station 23,M,90386,5304.82,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 23,M,96826,6087.86,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 23,M,87328,15933.17,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 23,M,96060,24413.61,0,F4
FRS,Fire and Rescue Services,FRS 45 Station 23,M,96060,47.36,0,F4
FRS,Fire and Rescue Services,FRS 45 Station 23,M,96060,26648.64,0,F4
FRS,Fire and Rescue Services,FRS 45 Station 23,M,78765,26736.2,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 23,M,89670,32532.51,0,F4
FRS,Fire and Rescue Services,FRS 45 Station 23,M,81521,0,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 23,M,63156,15863.05,0,F2
FRS,Fire and Rescue Services,FRS 45 Station 23,F,73525,44043.53,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 23,M,78765,7339.11,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 23,M,72475,10533.16,0,F2
FRS,Fire and Rescue Services,FRS 45 Station 23,M,73525,27449.58,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 23,M,70023,5284.53,0,F2
FRS,Fire and Rescue Services,FRS 45 Station 23,M,73525,10131.76,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 23,M,73525,1488.06,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 23,M,70023,1906.59,0,F2
FRS,Fire and Rescue Services,FRS 45 Station 23,M,65368,11111.1,0,F2
FRS,Fire and Rescue Services,FRS 45 Station 23,M,65368,9213.69,0,F2
FRS,Fire and Rescue Services,FRS 45 Station 23,M,63156,30071.58,0,F2
FRS,Fire and Rescue Services,FRS 45 Station 23,M,63156,22871.37,0,F2
FRS,Fire and Rescue Services,FRS 45 Station 23,M,63156,11419.72,0,F2
FRS,Fire and Rescue Services,FRS 45 Station 23,M,63156,1390.78,0,F2
FRS,Fire and Rescue Services,FRS 45 Station 23,M,63156,1859.69,0,F2
FRS,Fire and Rescue Services,FRS 45 Station 24,M,117165,24513.92,12034.25,B1
FRS,Fire and Rescue Services,FRS 45 Station 24,M,132119,57937.25,0,B2
FRS,Fire and Rescue Services,FRS 45 Station 24,M,117165,7406.54,8205.92,B1
FRS,Fire and Rescue Services,FRS 45 Station 24,M,106504,65172.13,7459.2,F4
FRS,Fire and Rescue Services,FRS 45 Station 24,M,106504,19347.07,3665.54,F4
FRS,Fire and Rescue Services,FRS 45 Station 24,M,117165,45945.14,0,B1
FRS,Fire and Rescue Services,FRS 45 Station 24,M,132119,50954.03,1067.14,B2
FRS,Fire and Rescue Services,FRS 45 Station 24,M,106504,62262.04,7459.2,F4
FRS,Fire and Rescue Services,FRS 45 Station 24,M,132119,46242.33,14123.88,B2
FRS,Fire and Rescue Services,FRS 45 Station 24,M,96826,1545.63,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 24,M,128022,0,6920.13,B2
FRS,Fire and Rescue Services,FRS 45 Station 24,M,96826,1832.99,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 24,M,106504,8143.45,0,F4
FRS,Fire and Rescue Services,FRS 45 Station 24,M,106504,9574.07,0,F4
FRS,Fire and Rescue Services,FRS 45 Station 24,M,106504,31768.86,2832,F4
FRS,Fire and Rescue Services,FRS 45 Station 24,M,96826,0,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 24,M,96826,232.76,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 24,M,96826,20714.14,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 24,M,90386,14995.52,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 24,M,90386,31332.52,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 24,M,90386,13495.65,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 24,M,90386,15453.11,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 24,M,87328,32415.4,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 24,M,87328,5030.57,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 24,M,80358,0,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 24,M,87328,0,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 24,M,78765,23680.31,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 24,M,81521,17906.54,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 24,M,81521,29817.84,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 24,M,78765,13369.11,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 24,M,75014,11203.9,0,F2
FRS,Fire and Rescue Services,FRS 45 Station 24,M,73525,2276.74,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 24,M,70023,9586.46,0,F2
FRS,Fire and Rescue Services,FRS 45 Station 24,M,70023,2599.43,0,F2
FRS,Fire and Rescue Services,FRS 45 Station 24,M,73525,5389.23,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 24,M,63156,343.33,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 24,M,63156,12487.07,0,F2
FRS,Fire and Rescue Services,FRS 45 Station 24,M,63156,244.14,0,F2
FRS,Fire and Rescue Services,FRS 45 Station 25,M,106504,35399.39,7459.2,F4
FRS,Fire and Rescue Services,FRS 45 Station 25,M,106504,133493.8,11385.76,F4
FRS,Fire and Rescue Services,FRS 45 Station 25,M,117165,28745.37,3115.48,B1
FRS,Fire and Rescue Services,FRS 45 Station 25,M,106504,20907.73,834.21,F4
FRS,Fire and Rescue Services,FRS 45 Station 25,M,106504,13878.48,3700.27,F4
FRS,Fire and Rescue Services,FRS 45 Station 25,M,117165,70181.52,0,B1
FRS,Fire and Rescue Services,FRS 45 Station 25,M,106504,7798.55,3665.58,F4
FRS,Fire and Rescue Services,FRS 45 Station 25,M,132119,223998.01,14123.92,B2
FRS,Fire and Rescue Services,FRS 45 Station 25,M,106504,14077.81,0,F4
FRS,Fire and Rescue Services,FRS 45 Station 25,M,132119,45731.41,14123.88,B2
FRS,Fire and Rescue Services,FRS 45 Station 25,M,132119,75164.68,4547.04,B2
FRS,Fire and Rescue Services,FRS 45 Station 25,M,89670,15101.96,0,F4
FRS,Fire and Rescue Services,FRS 45 Station 25,M,96826,18488.66,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 25,M,106504,2003.75,0,F4
FRS,Fire and Rescue Services,FRS 45 Station 25,M,99420,25907.74,0,F4
FRS,Fire and Rescue Services,FRS 45 Station 25,M,90386,16169.54,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 25,M,90386,8288.62,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 25,M,87328,39323.42,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 25,F,77639,48654.97,0,F2
FRS,Fire and Rescue Services,FRS 45 Station 25,M,81521,25359.03,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 25,M,81521,18950.96,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 25,M,78765,50.48,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 25,M,65368,30806.27,0,F2
FRS,Fire and Rescue Services,FRS 45 Station 25,M,73525,1046.87,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 25,M,73525,4761.55,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 25,F,73525,15319.13,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 25,M,73525,1098.11,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 25,M,73525,619.32,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 25,M,73525,28568.31,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 25,M,73525,1475.64,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 25,F,72475,473.82,0,F2
FRS,Fire and Rescue Services,FRS 45 Station 25,M,70023,2055.17,0,F2
FRS,Fire and Rescue Services,FRS 45 Station 25,M,65368,23237.25,0,F2
FRS,Fire and Rescue Services,FRS 45 Station 25,M,65368,7866.75,0,F2
FRS,Fire and Rescue Services,FRS 45 Station 25,M,65368,5586.66,0,F2
FRS,Fire and Rescue Services,FRS 45 Station 25,M,63156,3481.48,0,F2
FRS,Fire and Rescue Services,FRS 45 Station 25,M,65368,11983.22,0,F2
FRS,Fire and Rescue Services,FRS 45 Station 25,M,63156,23122.05,0,F2
FRS,Fire and Rescue Services,FRS 45 Station 25,M,63156,28.47,0,F2
FRS,Fire and Rescue Services,FRS 45 Station 25,M,63156,40190.73,0,F2
FRS,Fire and Rescue Services,FRS 45 Station 25,M,63156,25221,0,F2
FRS,Fire and Rescue Services,FRS 45 Station 25,M,63156,1441.96,0,F2
FRS,Fire and Rescue Services,FRS 45 Station 25,M,63156,5609.75,0,F2
FRS,Fire and Rescue Services,FRS 45 Station 25,M,63156,2563.69,0,F2
FRS,Fire and Rescue Services,FRS 45 Station 25,M,63156,1347.1,0,F2
FRS,Fire and Rescue Services,FRS 45 Station 25,M,63156,94.78,0,F2
FRS,Fire and Rescue Services,FRS 45 Station 26,M,132119,66504.12,4547.09,B2
FRS,Fire and Rescue Services,FRS 45 Station 26,M,106504,364.36,3214.02,F4
FRS,Fire and Rescue Services,FRS 45 Station 26,M,96826,43878.56,3332.54,F3
FRS,Fire and Rescue Services,FRS 45 Station 26,M,132119,80945.41,9824.7,B2
FRS,Fire and Rescue Services,FRS 45 Station 26,M,96826,2316.48,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 26,M,103202,13021.99,1767,F4
FRS,Fire and Rescue Services,FRS 45 Station 26,M,106504,76773.07,7529.82,F4
FRS,Fire and Rescue Services,FRS 45 Station 26,M,96826,84147.86,6781.4,F3
FRS,Fire and Rescue Services,FRS 45 Station 26,M,132119,262.13,12926.38,B2
FRS,Fire and Rescue Services,FRS 45 Station 26,M,106504,61944.89,7073.03,F4
FRS,Fire and Rescue Services,FRS 45 Station 26,M,86079,9541.11,0,F2
FRS,Fire and Rescue Services,FRS 45 Station 26,M,90386,6405.09,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 26,M,90386,284.84,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 26,M,83170,8539.88,0,F2
FRS,Fire and Rescue Services,FRS 45 Station 26,M,72475,380.67,0,F2
FRS,Fire and Rescue Services,FRS 45 Station 28,M,132119,6528.68,9253.14,B2
FRS,Fire and Rescue Services,FRS 45 Station 28,M,96826,8683.79,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 28,M,132119,59188.43,9165.46,B2
FRS,Fire and Rescue Services,FRS 45 Station 28,F,96826,40204.8,3122.35,F3
FRS,Fire and Rescue Services,FRS 45 Station 28,M,96826,31481.28,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 28,M,106504,11635.17,3700.27,F4
FRS,Fire and Rescue Services,FRS 45 Station 28,M,96826,23195.37,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 28,M,132119,95254.75,14123.88,B2
FRS,Fire and Rescue Services,FRS 45 Station 28,M,96826,18788.81,3364.03,F3
FRS,Fire and Rescue Services,FRS 45 Station 28,M,106504,78759.33,3665.58,F4
FRS,Fire and Rescue Services,FRS 45 Station 28,M,106504,83089.5,3736.11,F4
FRS,Fire and Rescue Services,FRS 45 Station 28,M,92213,5354.61,2452,F2
FRS,Fire and Rescue Services,FRS 45 Station 28,M,92213,156.72,0,F2
FRS,Fire and Rescue Services,FRS 45 Station 28,M,87328,8379.78,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 28,M,81521,6704.15,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 28,M,81521,2651.44,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 28,F,78765,0,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 28,M,75014,36597.06,0,F2
FRS,Fire and Rescue Services,FRS 45 Station 28,M,78765,2754.16,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 32,M,86639,5673.79,0,F4
FRS,Fire and Rescue Services,FRS 45 Station 32,M,70023,1151.58,0,F2
FRS,Fire and Rescue Services,FRS 45 Station 32,M,70023,11436.28,0,F2
FRS,Fire and Rescue Services,FRS 45 Station 32,M,65368,2298.18,0,F2
FRS,Fire and Rescue Services,FRS 45 Station 32,M,65368,11709.05,0,F2
FRS,Fire and Rescue Services,FRS 45 Station 32,F,65368,4854.03,0,F2
FRS,Fire and Rescue Services,FRS 45 Station 32,M,65368,471.42,0,F2
FRS,Fire and Rescue Services,FRS 45 Station 32,M,63156,4355.48,0,F2
FRS,Fire and Rescue Services,FRS 45 Station 32,M,63156,3212.57,0,F2
FRS,Fire and Rescue Services,FRS 45 Station 32,M,63156,37.96,0,F2
FRS,Fire and Rescue Services,FRS 45 Station 32,M,63156,4964.05,0,F2
FRS,Fire and Rescue Services,FRS 45 Station 33,M,96826,12804.38,6637.5,F3
FRS,Fire and Rescue Services,FRS 45 Station 33,M,132119,38171.39,9253.14,B2
FRS,Fire and Rescue Services,FRS 45 Station 33,M,96826,45099.81,3333.48,F3
FRS,Fire and Rescue Services,FRS 45 Station 33,M,96826,75.29,1658.89,F3
FRS,Fire and Rescue Services,FRS 45 Station 33,M,132119,101219.77,14123.88,B2
FRS,Fire and Rescue Services,FRS 45 Station 33,M,132119,728.78,3763.56,B2
FRS,Fire and Rescue Services,FRS 45 Station 33,M,106504,3664.68,0,F4
FRS,Fire and Rescue Services,FRS 45 Station 33,M,93824,0,505.24,F3
FRS,Fire and Rescue Services,FRS 45 Station 33,M,106504,22695.79,11117.82,F4
FRS,Fire and Rescue Services,FRS 45 Station 6,M,96826,15177.14,2985.11,F3
FRS,Fire and Rescue Services,FRS 45 Station 6,M,132119,0,13340.53,B2
FRS,Fire and Rescue Services,FRS 45 Station 6,F,96826,818.35,6717.12,F3
FRS,Fire and Rescue Services,FRS 45 Station 6,M,106504,822.78,7459.2,F4
FRS,Fire and Rescue Services,FRS 45 Station 6,M,117165,17833.07,3629.17,B1
FRS,Fire and Rescue Services,FRS 45 Station 6,M,106504,56629.83,11385.76,F4
FRS,Fire and Rescue Services,FRS 45 Station 6,M,117165,46005.45,8205.87,B1
FRS,Fire and Rescue Services,FRS 45 Station 6,M,132119,11502.07,4547.08,B2
FRS,Fire and Rescue Services,FRS 45 Station 6,M,106504,0,11385.76,F4
FRS,Fire and Rescue Services,FRS 45 Station 6,M,93824,0,2550.15,F3
FRS,Fire and Rescue Services,FRS 45 Station 6,M,96826,36898.18,2574.68,F3
FRS,Fire and Rescue Services,FRS 45 Station 6,M,96826,281.32,10351.18,F3
FRS,Fire and Rescue Services,FRS 45 Station 6,M,96826,17857.06,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 6,M,96826,126.07,782.1,F3
FRS,Fire and Rescue Services,FRS 45 Station 6,M,106504,13500.83,3480.52,F4
FRS,Fire and Rescue Services,FRS 45 Station 6,M,117165,50107.13,12644.11,B1
FRS,Fire and Rescue Services,FRS 45 Station 6,M,92213,0,0,F2
FRS,Fire and Rescue Services,FRS 45 Station 6,M,106504,0,7459.2,F4
FRS,Fire and Rescue Services,FRS 45 Station 6,M,132119,59107.19,4547.09,B2
FRS,Fire and Rescue Services,FRS 45 Station 6,M,96826,574.96,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 6,M,92213,0,0,F2
FRS,Fire and Rescue Services,FRS 45 Station 6,M,87328,1495.39,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 8,F,76101,2088.66,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 8,M,76101,10039.89,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 8,F,70023,10874.88,0,F2
FRS,Fire and Rescue Services,FRS 45 Station 8,M,70023,1085.23,0,F2
FRS,Fire and Rescue Services,FRS 45 Station 8,M,70023,505.32,0,F2
FRS,Fire and Rescue Services,FRS 45 Station 8,M,73525,1951.46,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 8,M,70023,3298.01,0,F2
FRS,Fire and Rescue Services,FRS 45 Station 8,M,70023,441.36,0,F2
FRS,Fire and Rescue Services,FRS 45 Station 8,M,65368,6418.42,0,F2
FRS,Fire and Rescue Services,FRS 45 Station 8,M,65368,2815.98,0,F2
FRS,Fire and Rescue Services,FRS 45 Station 8,F,63156,14926.3,0,F2
FRS,Fire and Rescue Services,FRS 45 Station 8,M,63156,20578.2,0,F2
FRS,Fire and Rescue Services,FRS 45 Station 9,M,128022,8359.61,3345.75,B2
FRS,Fire and Rescue Services,FRS 45 Station 9,M,132119,74201.38,9165.46,B2
FRS,Fire and Rescue Services,FRS 45 Station 9,M,106504,0,11385.76,F4
FRS,Fire and Rescue Services,FRS 45 Station 9,M,106504,44433.94,11385.76,F4
FRS,Fire and Rescue Services,FRS 45 Station 9,M,132119,11986.64,9253.1,B2
FRS,Fire and Rescue Services,FRS 45 Station 9,M,106504,22602.39,7919.97,F4
FRS,Fire and Rescue Services,FRS 45 Station 9,M,96826,4005.78,2953.53,F3
FRS,Fire and Rescue Services,FRS 45 Station 9,M,96826,0,6747.16,F3
FRS,Fire and Rescue Services,FRS 45 Station 9,M,92213,5054.55,744.82,F2
FRS,Fire and Rescue Services,FRS 45 Station 28,M,76101,6139.4,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 28,M,70023,8933.85,0,F2
FRS,Fire and Rescue Services,FRS 45 Station 28,M,65368,12399.71,0,F2
FRS,Fire and Rescue Services,FRS 45 Station 29,M,106504,28862.89,3665.58,F4
FRS,Fire and Rescue Services,FRS 45 Station 29,M,132119,106484.57,9340.78,B2
FRS,Fire and Rescue Services,FRS 45 Station 29,M,93824,0,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 29,M,96826,9497.32,0,F3
